epoch,bbox_iou,class_accuracy,learning_rate,loss,objectness_accuracy,objectness_precision,objectness_recall,val_bbox_iou,val_class_accuracy,val_loss,val_objectness_accuracy,val_objectness_precision,val_objectness_recall
12,0.5748206377029419,0.9783494472503662,2.499999936844688e-05,1.246088981628418,0.9583333134651184,0.9508364796638489,1.0,0.5448749661445618,0.5289376974105835,2.9682881832122803,0.7924107313156128,0.7924107313156128,1.0
13,0.6074280142784119,0.9738222360610962,2.499999936844688e-05,1.153762936592102,0.9666666388511658,0.9572542905807495,1.0,0.5388012528419495,0.558104395866394,2.737333297729492,0.7924107313156128,0.7924107313156128,1.0
14,0.5910109877586365,0.9765933752059937,2.499999936844688e-05,1.1790943145751953,0.9666666388511658,0.9589455127716064,1.0,0.5423139333724976,0.6292353272438049,2.4008288383483887,0.8236607313156128,0.8193452954292297,1.0
15,0.6031315326690674,0.9809134602546692,2.499999936844688e-05,1.1039912700653076,0.9791666865348816,0.9743956327438354,1.0,0.5489916205406189,0.6265568137168884,2.307785749435425,0.8649553656578064,0.8545387387275696,1.0
16,0.6058167219161987,0.9716988205909729,2.499999936844688e-05,1.1034916639328003,0.9729166626930237,0.9679182171821594,1.0,0.5590386986732483,0.7795100808143616,2.036426067352295,0.8805803656578064,0.8676339983940125,1.0
17,0.6103450655937195,0.9979166388511658,2.499999936844688e-05,1.061965823173523,0.9722222089767456,0.9673184752464294,0.9979166388511658,0.5516397953033447,0.8182921409606934,1.9403282403945923,0.8805803656578064,0.8676339983940125,1.0
18,0.6161688566207886,0.9731518030166626,2.499999936844688e-05,1.0652848482131958,0.981249988079071,0.9775457382202148,1.0,0.5562083125114441,0.8783882260322571,1.8784149885177612,0.8883928656578064,0.8745021224021912,1.0
19,0.6110125780105591,0.9821845889091492,2.499999936844688e-05,1.087778091430664,0.96875,0.9605183005332947,1.0,0.5626025199890137,0.8456501960754395,1.8455657958984375,0.8883928656578064,0.8745021224021912,1.0
20,0.6231817603111267,0.9849855303764343,2.499999936844688e-05,1.0302733182907104,0.9833333492279053,0.9791881442070007,1.0,0.5537905693054199,0.8623168468475342,1.8681641817092896,0.8883928656578064,0.8745021224021912,1.0
21,0.6336415410041809,0.9836263060569763,2.499999936844688e-05,0.9961887001991272,0.987500011920929,0.9833882451057434,1.0,0.5527491569519043,0.8602335453033447,1.844999074935913,0.8805803656578064,0.8731284737586975,0.9895833730697632
22,0.6305388808250427,0.9871490001678467,2.499999936844688e-05,0.9866073131561279,0.981249988079071,0.9782150983810425,1.0,0.5544571876525879,0.8429716229438782,1.8503763675689697,0.8805803656578064,0.8731284737586975,0.9895833730697632
23,0.6384214162826538,0.9749183058738708,2.499999936844688e-05,0.9629702568054199,0.9784721732139587,0.9729244112968445,1.0,0.5591089129447937,0.8679715991020203,1.8477073907852173,0.8883928656578064,0.8809409737586975,0.9895833730697632
24,0.627281904220581,0.9926496148109436,2.499999936844688e-05,0.9869523048400879,0.980555534362793,0.9765430688858032,1.0,0.5569786429405212,0.8513050079345703,1.8328901529312134,0.8883928656578064,0.8809409737586975,0.9895833730697632
25,0.6452198028564453,0.9836263060569763,2.499999936844688e-05,0.9518297910690308,0.9895833134651184,0.9871490001678467,1.0,0.5517894625663757,0.8429716229438782,1.8160247802734375,0.8883928656578064,0.8809409737586975,0.9895833730697632
26,0.639850378036499,0.9866931438446045,2.499999936844688e-05,0.9735932946205139,0.9777777791023254,0.975268542766571,0.9976190328598022,0.5509821772575378,0.8519002199172974,1.839016079902649,0.8883928656578064,0.8809409737586975,0.9895833730697632
27,0.6382843852043152,0.9894708395004272,2.499999936844688e-05,0.9476736187934875,0.987500011920929,0.9849266409873962,1.0,0.5358371734619141,0.8602335453033447,1.8671923875808716,0.8883928656578064,0.8809409737586975,0.9895833730697632
28,0.6300312876701355,0.9944056272506714,2.499999936844688e-05,0.9449756741523743,0.9916666746139526,0.9901098608970642,1.0,0.5528215169906616,0.8519002199172974,1.8178256750106812,0.8962053656578064,0.8823146224021912,1.0
29,0.6526791453361511,0.9948412775993347,2.499999936844688e-05,0.8847042918205261,0.9854166507720947,0.9827883839607239,1.0,0.5378446578979492,0.862316906452179,1.8438533544540405,0.8962053656578064,0.8823146224021912,1.0
30,0.6445865631103516,0.9896437525749207,2.499999936844688e-05,0.9084895849227905,0.9916666746139526,0.9900549650192261,1.0,0.557519793510437,0.8699634075164795,1.8087326288223267,0.8962053656578064,0.8823146224021912,1.0
31,0.6467340588569641,0.9865344166755676,2.499999936844688e-05,0.8921022415161133,0.9958333373069763,0.9944444298744202,1.0,0.5531949400901794,0.8519002199172974,1.8149200677871704,0.8962053656578064,0.8823146224021912,1.0
32,0.6502318978309631,0.9859640002250671,2.499999936844688e-05,0.8999317288398743,0.9958333373069763,0.9948412775993347,1.0,0.5565832853317261,0.8691621422767639,1.8051475286483765,0.8883928656578064,0.8809409737586975,0.9895833730697632
33,0.6459528803825378,0.9918518662452698,2.499999936844688e-05,0.877553403377533,0.9937499761581421,0.9929914474487305,1.0,0.5376529693603516,0.8539835214614868,1.8629504442214966,0.8883928656578064,0.8809409737586975,0.9895833730697632
34,0.6404367685317993,0.9931745529174805,2.499999936844688e-05,0.9025372862815857,0.9916666746139526,0.9896581768989563,1.0,0.553066074848175,0.8608287572860718,1.8271894454956055,0.8883928656578064,0.8809409737586975,0.9895833730697632
35,0.6555721759796143,0.9918803572654724,2.499999936844688e-05,0.864763081073761,0.9979166388511658,0.9976190328598022,1.0,0.5547842979431152,0.862912118434906,1.815181851387024,0.8883928656578064,0.8809409737586975,0.9895833730697632
36,0.6577709913253784,0.9867216348648071,2.499999936844688e-05,0.8681371808052063,0.9937499761581421,0.992490828037262,1.0,0.5604579448699951,0.8678800463676453,1.793676495552063,0.8962053656578064,0.8897550702095032,0.9895833730697632
37,0.6712208390235901,0.996666669845581,2.499999936844688e-05,0.8319230675697327,0.9937499761581421,0.9923076629638672,1.0,0.5450440049171448,0.8858287334442139,1.8649308681488037,0.8962053656578064,0.8823146224021912,1.0
38,0.6691831946372986,0.9948412775993347,2.499999936844688e-05,0.8365198969841003,0.9916666746139526,0.9907692074775696,1.0,0.5516937971115112,0.8858287334442139,1.8502774238586426,0.8962053656578064,0.8897550702095032,0.9895833730697632
39,0.6548717021942139,0.992460310459137,2.499999936844688e-05,0.8710290789604187,0.9937499761581421,0.9922771453857422,1.0,0.5531395077705383,0.8691621422767639,1.8039902448654175,0.8883928656578064,0.8809409737586975,0.9895833730697632
40,0.6730131506919861,0.9952381253242493,2.499999936844688e-05,0.8131453394889832,0.987500011920929,0.9835714101791382,1.0,0.5567986369132996,0.8858287334442139,1.8141624927520752,0.8805803656578064,0.8798993229866028,0.980654776096344
41,0.6705556511878967,0.9922024011611938,2.499999936844688e-05,0.8305177092552185,0.9937499761581421,0.9918109774589539,1.0,0.551870584487915,0.8789834976196289,1.821419358253479,0.8883928656578064,0.8745021224021912,1.0
42,0.674146831035614,0.9974358677864075,2.499999936844688e-05,0.8053024411201477,0.9916666746139526,0.9889943599700928,1.0,0.5566518902778625,0.8602335453033447,1.8081613779067993,0.8883928656578064,0.8745021224021912,1.0
43,0.6642453074455261,0.9938888549804688,2.499999936844688e-05,0.8250595331192017,0.9916666746139526,0.9892469048500061,1.0,0.5531250238418579,0.8783882856369019,1.805681586265564,0.8883928656578064,0.8745021224021912,1.0
44,0.6667815446853638,0.9926739931106567,2.499999936844688e-05,0.8134109377861023,0.9972221851348877,0.9962962865829468,1.0,0.565087616443634,0.8602335453033447,1.8048733472824097,0.8883928656578064,0.8745021224021912,1.0
45,0.6823121905326843,0.9919697046279907,1.249999968422344e-05,0.7975606918334961,0.9916666746139526,0.9891025424003601,1.0,0.5589123964309692,0.8519002199172974,1.8232816457748413,0.8805803656578064,0.8731284737586975,0.9895833730697632
46,0.6879578828811646,0.9977778196334839,1.249999968422344e-05,0.7659347057342529,0.9937499761581421,0.9916931390762329,1.0,0.5623165369033813,0.8608287572860718,1.8114292621612549,0.8883928656578064,0.8809409737586975,0.9895833730697632
47,0.7036044597625732,0.9913752675056458,1.249999968422344e-05,0.7331035733222961,0.9972221851348877,0.996666669845581,1.0,0.5673735737800598,0.8691621422767639,1.7872523069381714,0.8727678656578064,0.8720868229866028,0.980654776096344
48,0.7115352749824524,0.9977777600288391,1.249999968422344e-05,0.7059603929519653,0.9937499761581421,0.9918414950370789,1.0,0.5741803050041199,0.8691621422767639,1.7963933944702148,0.8727678656578064,0.8774954676628113,0.968154788017273
49,0.7018155455589294,0.992490828037262,1.249999968422344e-05,0.7373929619789124,0.9958333373069763,0.9941025376319885,1.0,0.5725281238555908,0.8691621422767639,1.7973417043685913,0.8649553656578064,0.8696829676628113,0.968154788017273
50,0.7088413834571838,0.9946581125259399,1.249999968422344e-05,0.7080733180046082,0.9979166388511658,0.9974358677864075,1.0,0.5688231587409973,0.8774954676628113,1.7893717288970947,0.8649553656578064,0.8696829676628113,0.968154788017273
51,0.7110615372657776,0.9939393997192383,1.249999968422344e-05,0.7093554735183716,0.9958333373069763,0.9946581721305847,1.0,0.5663339495658875,0.8691621422767639,1.8032245635986328,0.8649553656578064,0.8696829676628113,0.968154788017273
52,0.706404983997345,1.0,1.249999968422344e-05,0.7101864218711853,0.9916666746139526,0.9897130727767944,1.0,0.5743897557258606,0.8691621422767639,1.8018287420272827,0.8727678656578064,0.8720868229866028,0.980654776096344
53,0.7259200811386108,0.9946581721305847,1.249999968422344e-05,0.6883520483970642,0.9937499761581421,0.992490828037262,1.0,0.5714320540428162,0.8608287572860718,1.810163140296936,0.8805803656578064,0.8798993229866028,0.980654776096344
54,0.7152360081672668,0.9947474598884583,1.249999968422344e-05,0.6949446201324463,0.9958333373069763,0.993732213973999,1.0,0.5738959908485413,0.8608287572860718,1.8030365705490112,0.8727678656578064,0.8720868229866028,0.980654776096344
55,0.7177474498748779,1.0,1.249999968422344e-05,0.6847195625305176,0.9979166388511658,0.9976190328598022,1.0,0.5579091310501099,0.8691621422767639,1.8592041730880737,0.8727678656578064,0.8720868229866028,0.980654776096344
56,0.7219161987304688,1.0,6.24999984211172e-06,0.6781303286552429,0.9937499761581421,0.9923076629638672,1.0,0.5731432437896729,0.8608287572860718,1.8240717649459839,0.8805803656578064,0.8798993229866028,0.980654776096344
57,0.7354554533958435,0.9969697594642639,6.24999984211172e-06,0.6462838053703308,0.9979166388511658,0.9976190328598022,1.0,0.5722629427909851,0.8608287572860718,1.822645902633667,0.8805803656578064,0.8798993229866028,0.980654776096344
58,0.7332857847213745,0.9976190328598022,6.24999984211172e-06,0.636962890625,0.9958333373069763,0.9948717951774597,1.0,0.5742670297622681,0.8608287572860718,1.8224011659622192,0.8805803656578064,0.8798993229866028,0.980654776096344
59,0.739242434501648,1.0,6.24999984211172e-06,0.6325017213821411,0.9979166388511658,0.9977777600288391,1.0,0.5713262557983398,0.8608287572860718,1.8331258296966553,0.8805803656578064,0.8798993229866028,0.980654776096344
60,0.727099597454071,0.9972222447395325,6.24999984211172e-06,0.6618227958679199,0.9958333373069763,0.9945887327194214,1.0,0.5738488435745239,0.8608287572860718,1.8312431573867798,0.8805803656578064,0.8798993229866028,0.980654776096344
61,0.7435058355331421,0.9923664927482605,6.24999984211172e-06,0.6351410746574402,0.9937499761581421,0.9926496148109436,1.0,0.5753304362297058,0.8608287572860718,1.828351616859436,0.8805803656578064,0.8798993229866028,0.980654776096344
62,0.7436087131500244,0.9977778196334839,6.24999984211172e-06,0.6213178634643555,0.9972221851348877,0.9958333373069763,1.0,0.5782462954521179,0.8608287572860718,1.827515721321106,0.8805803656578064,0.8798993229866028,0.980654776096344
63,0.7489364743232727,1.0,6.24999984211172e-06,0.614239513874054,0.9937499761581421,0.9918802976608276,1.0,0.5800586342811584,0.8608287572860718,1.818590521812439,0.8805803656578064,0.8798993229866028,0.980654776096344
64,0.7423645853996277,0.9962962865829468,3.12499992105586e-06,0.6248259544372559,0.9979166388511658,0.9976190328598022,1.0,0.5811326503753662,0.8608287572860718,1.8115274906158447,0.8805803656578064,0.8798993229866028,0.980654776096344
65,0.7494127154350281,1.0,3.12499992105586e-06,0.6071123480796814,0.9937499761581421,0.9913752675056458,1.0,0.5814840197563171,0.8608287572860718,1.8044131994247437,0.8727678656578064,0.8720868229866028,0.980654776096344
66,0.7461178302764893,0.9972222447395325,3.12499992105586e-06,0.6299725770950317,0.9958333373069763,0.9944056272506714,1.0,0.5818010568618774,0.8712454438209534,1.7956675291061401,0.8805803656578064,0.8798993229866028,0.980654776096344
67,0.7431974411010742,0.9950549602508545,3.12499992105586e-06,0.623410165309906,0.9958333373069763,0.9952136278152466,1.0,0.581595242023468,0.8608287572860718,1.7967160940170288,0.8805803656578064,0.8798993229866028,0.980654776096344
68,0.7509649395942688,1.0,3.12499992105586e-06,0.6131238341331482,0.9909722208976746,0.9872053861618042,1.0,0.582365095615387,0.8608287572860718,1.7961045503616333,0.8727678656578064,0.8720868229866028,0.980654776096344
69,0.7499223947525024,0.9972221851348877,3.12499992105586e-06,0.6126466393470764,0.9937499761581421,0.9916666150093079,1.0,0.5824486613273621,0.8608287572860718,1.7996656894683838,0.8727678656578064,0.8720868229866028,0.980654776096344
70,0.7468669414520264,0.9976190328598022,3.12499992105586e-06,0.6188008785247803,0.9937499761581421,0.9921833872795105,1.0,0.579255998134613,0.8608287572860718,1.8101335763931274,0.8727678656578064,0.8720868229866028,0.980654776096344
71,0.7574223875999451,0.9912963509559631,3.12499992105586e-06,0.5984476208686829,0.9937499761581421,0.9920246601104736,1.0,0.5793167948722839,0.8691621422767639,1.8094648122787476,0.8727678656578064,0.8720868229866028,0.980654776096344
72,0.7580968141555786,0.9974358677864075,1.56249996052793e-06,0.5885237455368042,0.9979166388511658,0.9976190328598022,1.0,0.5820270776748657,0.8608287572860718,1.8063715696334839,0.8727678656578064,0.8720868229866028,0.980654776096344
73,0.7592146396636963,0.9972221851348877,1.56249996052793e-06,0.5938023328781128,0.9937499761581421,0.9918803572654724,1.0,0.5817336440086365,0.8608287572860718,1.8111399412155151,0.8727678656578064,0.8720868229866028,0.980654776096344
74,0.754723310470581,1.0,1.56249996052793e-06,0.600442111492157,0.9979166388511658,0.9974358677864075,1.0,0.5791807174682617,0.8608287572860718,1.8102139234542847,0.8727678656578064,0.8720868229866028,0.980654776096344
75,0.7581547498703003,0.9950549602508545,1.56249996052793e-06,0.5949919819831848,0.9937499761581421,0.9926496148109436,1.0,0.5782414674758911,0.8608287572860718,1.8121098279953003,0.8727678656578064,0.8720868229866028,0.980654776096344
76,0.7613427639007568,0.9942857027053833,1.56249996052793e-06,0.5851073265075684,1.0,1.0,1.0,0.579628050327301,0.8608287572860718,1.8109302520751953,0.8727678656578064,0.8720868229866028,0.980654776096344
77,0.759492814540863,0.9969696402549744,1.56249996052793e-06,0.5920859575271606,0.9937499761581421,0.9923222661018372,1.0,0.5799041390419006,0.8608287572860718,1.8132065534591675,0.8727678656578064,0.8720868229866028,0.980654776096344
78,0.753940999507904,0.9976190328598022,1.56249996052793e-06,0.6065987348556519,0.9958333373069763,0.9938888549804688,1.0,0.579162061214447,0.8608287572860718,1.8117114305496216,0.8727678656578064,0.8720868229866028,0.980654776096344
79,0.7694697976112366,0.996666669845581,1.56249996052793e-06,0.5569930672645569,0.9979166388511658,0.9972222447395325,1.0,0.5800941586494446,0.8608287572860718,1.8107454776763916,0.8727678656578064,0.8720868229866028,0.980654776096344
80,0.766327977180481,0.9979166388511658,7.81249980263965e-07,0.5715664029121399,0.9937499761581421,0.9920635223388672,1.0,0.581261396408081,0.8608287572860718,1.8045381307601929,0.8727678656578064,0.8720868229866028,0.980654776096344
81,0.770224392414093,1.0,7.81249980263965e-07,0.565528929233551,0.9958333373069763,0.9946581125259399,1.0,0.5822668671607971,0.8608287572860718,1.8050063848495483,0.8727678656578064,0.8720868229866028,0.980654776096344
82,0.7643145322799683,0.9969697594642639,7.81249980263965e-07,0.5792258381843567,0.9958333373069763,0.9945887327194214,1.0,0.582669198513031,0.8608287572860718,1.8011162281036377,0.8727678656578064,0.8720868229866028,0.980654776096344
83,0.7691044211387634,0.9974358677864075,7.81249980263965e-07,0.5633771419525146,1.0,1.0,1.0,0.5817275643348694,0.8608287572860718,1.8058124780654907,0.8727678656578064,0.8720868229866028,0.980654776096344
84,0.7626183032989502,0.9962962865829468,7.81249980263965e-07,0.5784137845039368,0.9958333373069763,0.9944055676460266,1.0,0.581928014755249,0.8608287572860718,1.8068355321884155,0.8727678656578064,0.8720868229866028,0.980654776096344
85,0.7752383947372437,0.9976190328598022,7.81249980263965e-07,0.5549652576446533,0.9958333373069763,0.9939393997192383,1.0,0.5810931921005249,0.8608287572860718,1.8083254098892212,0.8727678656578064,0.8720868229866028,0.980654776096344
86,0.7636905908584595,0.9972221851348877,7.81249980263965e-07,0.583130955696106,0.9909722208976746,0.9890331625938416,1.0,0.5819931030273438,0.8608287572860718,1.8075494766235352,0.8727678656578064,0.8720868229866028,0.980654776096344
87,0.767890214920044,1.0,7.81249980263965e-07,0.5735155344009399,0.9909722208976746,0.9887607097625732,1.0,0.5811478495597839,0.8608287572860718,1.8088473081588745,0.8727678656578064,0.8720868229866028,0.980654776096344
88,0.7664941549301147,1.0,3.906249901319825e-07,0.5752355456352234,0.9979166388511658,0.9972221851348877,1.0,0.5815590023994446,0.8608287572860718,1.8079460859298706,0.8727678656578064,0.8720868229866028,0.980654776096344
89,0.7776960134506226,1.0,3.906249901319825e-07,0.5413767099380493,0.9958333373069763,0.9946581125259399,1.0,0.5821433067321777,0.8608287572860718,1.8085720539093018,0.8727678656578064,0.8720868229866028,0.980654776096344
90,0.7598450779914856,0.9929715991020203,3.906249901319825e-07,0.5965677499771118,0.9979166388511658,0.9976190328598022,1.0,0.5823208689689636,0.8608287572860718,1.807785987854004,0.8727678656578064,0.8720868229866028,0.980654776096344
91,0.7737711668014526,1.0,3.906249901319825e-07,0.5609873533248901,0.9937499761581421,0.9909544587135315,1.0,0.5822518467903137,0.8608287572860718,1.8081425428390503,0.8727678656578064,0.8720868229866028,0.980654776096344
92,0.7661865949630737,0.9974358677864075,3.906249901319825e-07,0.5654457807540894,1.0,1.0,1.0,0.5817286968231201,0.8608287572860718,1.8080238103866577,0.8727678656578064,0.8720868229866028,0.980654776096344
93,0.7559775710105896,1.0,3.906249901319825e-07,0.5930212736129761,0.9979166388511658,0.9972222447395325,1.0,0.5820296406745911,0.8608287572860718,1.8054426908493042,0.8727678656578064,0.8720868229866028,0.980654776096344
94,0.765829861164093,0.9972221851348877,3.906249901319825e-07,0.5744616985321045,0.9937499761581421,0.9945887923240662,0.9972221851348877,0.5812978744506836,0.8608287572860718,1.8057113885879517,0.8727678656578064,0.8720868229866028,0.980654776096344
95,0.757119357585907,1.0,3.906249901319825e-07,0.5885193347930908,0.9937499761581421,0.9916277527809143,1.0,0.5819241404533386,0.8608287572860718,1.807204246520996,0.8727678656578064,0.8720868229866028,0.980654776096344
96,0.769854724407196,0.9942857027053833,1.9531249506599124e-07,0.5638395547866821,1.0,1.0,1.0,0.5815837383270264,0.8608287572860718,1.8056607246398926,0.8727678656578064,0.8720868229866028,0.980654776096344
97,0.7664657831192017,1.0,1.9531249506599124e-07,0.5681297183036804,0.9958333373069763,0.9935185313224792,1.0,0.5810105204582214,0.8608287572860718,1.8083856105804443,0.8727678656578064,0.8720868229866028,0.980654776096344
98,0.7699643969535828,1.0,1.9531249506599124e-07,0.5751832723617554,0.9958333373069763,0.9972221851348877,0.9977777600288391,0.5811963677406311,0.8608287572860718,1.808365821838379,0.8727678656578064,0.8720868229866028,0.980654776096344
99,0.774615466594696,1.0,1.9531249506599124e-07,0.5459242463111877,0.9979166388511658,0.9972221851348877,1.0,0.5812312960624695,0.8608287572860718,1.8071929216384888,0.8727678656578064,0.8720868229866028,0.980654776096344
100,0.7697180509567261,0.9948863983154297,1.9531249506599124e-07,0.5651627779006958,0.9958333373069763,0.9941918849945068,1.0,0.5810726284980774,0.8608287572860718,1.80811607837677,0.8727678656578064,0.8720868229866028,0.980654776096344
101,0.7627412676811218,1.0,1.9531249506599124e-07,0.5681124329566956,1.0,1.0,1.0,0.580801248550415,0.8608287572860718,1.8083460330963135,0.8727678656578064,0.8720868229866028,0.980654776096344
102,0.7732771039009094,0.9974358677864075,1.9531249506599124e-07,0.5500093698501587,0.9979166388511658,0.9972222447395325,1.0,0.5809428095817566,0.8608287572860718,1.8091022968292236,0.8727678656578064,0.8720868229866028,0.980654776096344
103,0.7675626277923584,0.9969696402549744,1.9531249506599124e-07,0.5711162090301514,0.9937499761581421,0.9920635223388672,1.0,0.5807657837867737,0.8608287572860718,1.807658314704895,0.8727678656578064,0.8720868229866028,0.980654776096344
104,0.7733471989631653,0.9974358677864075,1.0000000116860974e-07,0.5536321997642517,0.9958333373069763,0.9953967928886414,1.0,0.5813857316970825,0.8608287572860718,1.8051246404647827,0.8727678656578064,0.8720868229866028,0.980654776096344
105,0.7725289463996887,0.9976190328598022,1.0000000116860974e-07,0.5677163004875183,0.9937499761581421,0.9923664927482605,1.0,0.5814614295959473,0.8608287572860718,1.8048511743545532,0.8727678656578064,0.8720868229866028,0.980654776096344
106,0.7641233205795288,0.9974358677864075,1.0000000116860974e-07,0.5840874314308167,0.993055522441864,0.9919047951698303,1.0,0.5812514424324036,0.8608287572860718,1.807387351989746,0.8727678656578064,0.8720868229866028,0.980654776096344
107,0.7626960873603821,0.9972221851348877,1.0000000116860974e-07,0.5741769671440125,0.9979166388511658,0.9969697594642639,1.0,0.581571102142334,0.8608287572860718,1.8076770305633545,0.8727678656578064,0.8720868229866028,0.980654776096344
108,0.7678353786468506,0.9974358677864075,1.0000000116860974e-07,0.5635260343551636,1.0,1.0,1.0,0.5815460681915283,0.8608287572860718,1.8064439296722412,0.8727678656578064,0.8720868229866028,0.980654776096344
109,0.7691094279289246,1.0,1.0000000116860974e-07,0.5552430152893066,0.9979166388511658,0.9974358677864075,1.0,0.5815802812576294,0.8608287572860718,1.8082094192504883,0.8727678656578064,0.8720868229866028,0.980654776096344
110,0.7698401212692261,0.996666669845581,1.0000000116860974e-07,0.5697957277297974,0.9979166388511658,0.9969696402549744,1.0,0.5819747447967529,0.8608287572860718,1.8089054822921753,0.8727678656578064,0.8720868229866028,0.980654776096344
111,0.7677527666091919,1.0,1.0000000116860974e-07,0.5542571544647217,0.9979166388511658,0.9962962865829468,1.0,0.5816869735717773,0.8608287572860718,1.8077346086502075,0.8727678656578064,0.8720868229866028,0.980654776096344
112,0.7641135454177856,0.9972222447395325,1.0000000116860974e-07,0.5769320726394653,0.9937499761581421,0.9925748109817505,1.0,0.5816712379455566,0.8608287572860718,1.8085696697235107,0.8727678656578064,0.8720868229866028,0.980654776096344
113,0.7681919932365417,0.9948412775993347,1.0000000116860974e-07,0.5600067973136902,1.0,1.0,1.0,0.5817437767982483,0.8608287572860718,1.80809485912323,0.8727678656578064,0.8720868229866028,0.980654776096344
114,0.7692133188247681,0.9974358677864075,1.0000000116860974e-07,0.5580580830574036,1.0,1.0,1.0,0.5814763307571411,0.8608287572860718,1.8078393936157227,0.8727678656578064,0.8720868229866028,0.980654776096344
115,0.7668607234954834,0.9942857027053833,1.0000000116860974e-07,0.5870963335037231,0.987500011920929,0.9852243661880493,1.0,0.58147794008255,0.8608287572860718,1.8054112195968628,0.8727678656578064,0.8720868229866028,0.980654776096344
116,0.7729842066764832,0.9974358677864075,1.0000000116860974e-07,0.5545376539230347,0.9958333373069763,0.9953967928886414,1.0,0.581372082233429,0.8608287572860718,1.806821346282959,0.8727678656578064,0.8720868229866028,0.980654776096344
117,0.7753739953041077,1.0,1.0000000116860974e-07,0.5512591600418091,0.9958333373069763,0.9952136874198914,1.0,0.5813137292861938,0.8608287572860718,1.8056135177612305,0.8727678656578064,0.8720868229866028,0.980654776096344
118,0.7757538557052612,0.9941918849945068,1.0000000116860974e-07,0.563479483127594,0.9979166388511658,0.9974358677864075,1.0,0.5817276239395142,0.8608287572860718,1.802876353263855,0.8727678656578064,0.8720868229866028,0.980654776096344
119,0.7645992040634155,0.9976190328598022,1.0000000116860974e-07,0.5717812180519104,1.0,1.0,1.0,0.5816548466682434,0.8608287572860718,1.8038173913955688,0.8727678656578064,0.8720868229866028,0.980654776096344
120,0.7714290022850037,0.9976190328598022,1.0000000116860974e-07,0.549656331539154,0.9979166388511658,0.9976190328598022,1.0,0.581620991230011,0.8608287572860718,1.8066424131393433,0.8727678656578064,0.8720868229866028,0.980654776096344
121,0.7682926058769226,1.0,1.0000000116860974e-07,0.5828652381896973,0.9916666746139526,0.9893361926078796,1.0,0.5818895101547241,0.8608287572860718,1.8059216737747192,0.8727678656578064,0.8720868229866028,0.980654776096344
